slug	source_label	license	source_url	px
journal-of-labor-economics	xueshu.com	fair-use cover thumbnail	https://www.xueshu.com/upload/thumbnail/image/202407/17/24d22_efbe.jpg_290x390.jpg	238x320
journal-of-law-and-economics	xueshu.com	fair-use cover thumbnail	https://www.xueshu.com/upload/thumbnail/image/202407/17/188ab_7698.jpg_290x390.jpg	238x320
journal-of-law-economics-and-organization	Publisher:Oxford (academic.oup.com/jleo)	publisher cover (fair-use)	https://academic.oup.com/jleo	216x320
journal-of-machine-learning-research	jmlr.org (official logo)	official logo	https://www.jmlr.org/img/jmlr.jpg	240x320
journal-of-macro-quality-research	Publisher:维普 cqvip (宏观质量研究)	Publisher:cqvip	http://image.cqvip.com/vip1000/qkclearimg/71720x/71720x.jpg (upscaled to clear 6KB floor)	230x320
journal-of-management	Sage/SMA via Wayback Machine	fair-use cover thumbnail	https://web.archive.org/web/2id_/https://journals.sagepub.com/cms/asset/ee322bdb-a4b1-4cab-951a-b8e47738aa91/joma_51_5.largecover.png	221x320
journal-of-management-en	SAGE cover via mysubs.in	fair-use cover thumbnail	https://mysubs.in/wp-content/uploads/journal-of-management-journal-subscription-11-Dec-2019.png	219x320
journal-of-management-information-systems	peeref.com (fair-use cover thumbnail)	fair-use cover thumbnail	https://peeref-open.s3.amazonaws.com/storage/images/covers/4756.jpg	224x320
journal-of-management-sciences-china	Publisher:维普 cqvip (管理科学学报)	Publisher:cqvip	http://image.cqvip.com/vip1000/qkclearimg/90905x/90905x.jpg	230x320
journal-of-management-studies	Publisher:Wiley (media CDN)	publisher cover (fair-use)	https://media.wiley.com/journal/14676486-cover.jpg	223x320
journal-of-marketing	mysubs.in (SAGE cover)	fair-use cover thumbnail	https://mysubs.in/wp-content/uploads/journal-of-marketing-journal-subscription-11-Dec-2019.png	250x320
journal-of-marketing-research	mysubs.in (SAGE cover)	fair-use cover thumbnail	https://mysubs.in/wp-content/uploads/journal-of-marketing-research-journal-subscription-30-Oct-2019.png	251x320
journal-of-marriage-and-family	Wiley media CDN	fair-use cover thumbnail	https://media.wiley.com/journal/17413737-cover.jpg	243x320
journal-of-monetary-economics	Publisher:Elsevier	publisher cover (fair-use)	https://ars.els-cdn.com/content/image/X03043932.jpg	235x320
journal-of-money-credit-and-banking	Wikipedia (fair-use): Journal of Money, Credit and Banking.jpg	fair-use cover	https://en.wikipedia.org/wiki/Special:FilePath/Journal_of_Money,_Credit_and_Banking.jpg	218x320
journal-of-operations-management	Wikipedia (en)	fair-use thumbnail	https://upload.wikimedia.org/wikipedia/en/6/62/2023_cover_JOM.webp	243x320
journal-of-personality-and-social-psychology	American Psychological Association journal page	fair-use cover thumbnail	https://www.apa.org/pubs/journals/psp/	204x320
journal-of-political-economy	xueshu.com	fair-use cover thumbnail	https://www.xueshu.com/upload/thumbnail/image/202407/22/186ad_e0b6.jpg_290x390.jpg	238x320
journal-of-politics	Notre Dame Political Science (JOP cover)	fair-use cover thumbnail	https://politicalscience.nd.edu/assets/602374/600x900/jop_jeffrey_harden_2_.jpeg	213x320
journal-of-public-economics	Publisher:Elsevier	publisher cover (fair-use)	https://ars.els-cdn.com/content/image/X00472727.jpg	240x320
journal-of-public-management	Publisher:维普 cqvip (公共管理学报)	Publisher:cqvip	http://image.cqvip.com/vip1000/qkclearimg/87267x/87267x.jpg	230x320
journal-of-quantitative-technological-economics	Publisher:维普 cqvip (数量经济技术经济研究)	Publisher:cqvip	http://image.cqvip.com/vip1000/qkclearimg/94503x/94503x.jpg	230x320
journal-of-risk-and-uncertainty	Publisher:Springer	Publisher:Springer	https://media.springernature.com/w316/springer-static/cover-hires/journal/11166	212x320
journal-of-shanghai-university-of-finance-and-economics	Publisher:维普 cqvip (上海财经大学学报)	Publisher:cqvip	http://image.cqvip.com/vip1000/qkclearimg/80408a/80408a.jpg (upscaled to clear 6KB floor)	230x320
journal-of-shanxi-university-of-finance-and-economics	Publisher:维普 cqvip (山西财经大学学报)	Publisher:cqvip	http://image.cqvip.com/vip1000/qkclearimg/96461a/96461a.jpg	230x320
journal-of-the-academy-of-marketing-science	Springer (cover-hires)	fair-use cover thumbnail	https://media.springernature.com/w316/springer-static/cover-hires/journal/11747	241x320
journal-of-the-american-academy-of-religion	OUP silverchair CDN	fair-use cover thumbnail	https://oup.silverchair-cdn.com/oup/backfile/Content_public/Journal/jaar/Issue/93/1/2/m_jaarel_93_1cover.jpeg?Expires=1830754959&Signature=hOL1KeRZhQ7SO4Iz~UCUGaOFqciVsY5lbpjcpSpKgCiBm3rMxFgmCC8eLQucFYRLUsmAKcDzzlrhWy7ZfOXgGqooPJZkjjxfVYO5MCflxRSZsXxXetafttyBzt2M6euwvfqhzBF~BF-CzGruRAP28UBR~wuu5ALjztqmCyWpQpgs2whVevAkU-TsNfjq7KLNRJPlNuM7ztbkd4dfw~ClvDBBihuCh1kEXo3f9HSVoArHUS-MrdmXliMIdKLq0yF38fxsBXJCe-XTAOTneOxtSEGyVKsyzRQtT0e714GTaYfdLXuSLRg4~Ngd4zx1uvQq7oucM2KIq6Ph1EpjYgpSng__&Key-Pair-Id=APKAIE5G5CRDK6RD3PGA	213x320
journal-of-the-american-chemical-society	Wikipedia (en)	fair-use thumbnail	https://upload.wikimedia.org/wikipedia/en/0/0b/2009_Cover_Journal_of_the_American_Chemical_Society.jpg	243x320
journal-of-the-american-college-of-cardiology	Wikipedia (en)	fair-use thumbnail	https://upload.wikimedia.org/wikipedia/en/c/cb/Journal_of_the_American_College_of_Cardiology.gif	239x320
journal-of-the-american-mathematical-society	Wikipedia (en)	fair-use thumbnail	https://upload.wikimedia.org/wikipedia/en/7/7e/Journal_AMS.jpg	213x320
journal-of-the-association-for-information-systems	aisel.aisnet.org (official JAIS logo)	official logo	https://aisel.aisnet.org/homepage_gallery/1011/fullsize.jpg	240x320
journal-of-the-european-economic-association	Wikipedia (en)	fair-use thumbnail	https://upload.wikimedia.org/wikipedia/en/5/51/Joteealowres.gif	203x320
journal-of-urban-economics	Publisher:Elsevier	publisher cover (fair-use)	https://ars.els-cdn.com/content/image/X00941190.jpg	240x320
journal-of-world-economy	Publisher:维普 cqvip (世界经济)	Publisher:cqvip	http://image.cqvip.com/vip1000/qkclearimg/92713x/92713x.jpg	230x320
journal-of-zhongnan-university-of-economics-and-law	Publisher:NCPSSD 国家哲学社会科学文献中心 (中南财经政法大学学报)	Publisher:ncpssd	https://ft.ncpssd.cn/image/get/qwcover/2026/1/95622A.jpg	236x320
lancet	Wikipedia (en)	fair-use thumbnail	https://upload.wikimedia.org/wikipedia/en/3/38/The_Lancet_cover%2C_2_March_2019.jpg	238x320
macroeconomics	Publisher:维普 cqvip (宏观经济研究)	Publisher:cqvip	http://image.cqvip.com/vip1000/qkclearimg/96811b/96811b.jpg	230x320
management-review	Publisher:维普 cqvip (管理评论)	Publisher:cqvip	http://image.cqvip.com/vip1000/qkclearimg/96815a/96815a.jpg	230x320
management-science	pubsonline.informs.org (Wayback proxy)	fair-use cover thumbnail	https://web.archive.org/web/2id_/https://pubsonline.informs.org/cms/10.1287/mnsc.2022.68.issue-11/asset/1647f743-0d16-7f74-60d1-47f74360d164/cover.png	239x320
management-science-cn	Publisher:维普 cqvip (管理科学/哈工大)	Publisher:cqvip	http://image.cqvip.com/vip1000/qkclearimg/96668a/96668a.jpg	230x320
management-world	Publisher:维普 cqvip (管理世界)	Publisher:cqvip	http://image.cqvip.com/vip1000/qkclearimg/95499x/95499x.jpg	230x320
manufacturing-and-service-operations-management	Wikipedia (en)	fair-use thumbnail	https://upload.wikimedia.org/wikipedia/en/5/57/MSOM_Cover.jpg	242x320
marketing-science	EBSCO Flipster	fair-use cover thumbnail	https://rps2images.ebscohost.com/rpsweb/othumb?id=EN$4488352$CVR&s=l	239x320
mathematical-finance	Publisher:Wiley (media CDN)	publisher cover (fair-use)	https://media.wiley.com/journal/14679965-cover.jpg	244x320
mind	OUP silverchair CDN	fair-use cover thumbnail	https://oup.silverchair-cdn.com/oup/backfile/Content_public/Journal/mind/Issue/133/530/1/m_cover.jpeg?Expires=1790666614&Signature=T4x6MmX0QoWhG-5KOtXrbqbIw7L2E3X~QCqxik7O2xay~zxyicWE68ggpV2RO4ufoP5ZiIxMM1OyeLanY17PVgDf3apf2rBOo5pX9HZ5FpIfLPF0plXu7M10lrt4y1lB2BBX19cFRJQX7wqepuwgsyfnm74RJ0wljC0lv3fxKGe0DJj1cG3pMAtzb5oDvw6To5~2-d7At2~8v7nTDVKEr46rPFIikOiyxWHpLPpRsVOFwP9XTxC94Q6dOadNEiNMYZt5w0GtfJ6h35~qi~X0Y7Dm27z53z2hOrQt5OaJWzPFoLDTP8HHIEICPR6jcAxweOb6m-lLNus5OfBodG28pg__&Key-Pair-Id=APKAIE5G5CRDK6RD3PGA	212x320
mis-quarterly	en.wikipedia	fair-use cover thumbnail	https://upload.wikimedia.org/wikipedia/en/3/3c/MIS_Quarterly_low_res_cover.jpg	261x320
modern-economic-research	Publisher:维普 cqvip (现代经济探讨)	Publisher:cqvip	http://image.cqvip.com/vip1000/qkclearimg/96782a/96782a.jpg (upscaled to clear 6KB floor)	230x320
modern-economic-science	Publisher:维普 cqvip (当代经济科学)	Publisher:cqvip	http://image.cqvip.com/vip1000/qkclearimg/96310x/96310x.jpg	230x320
modern-finance-and-economics	Publisher:维普 cqvip (现代财经-天津财经大学学报)	Publisher:cqvip	http://image.cqvip.com/vip1000/qkclearimg/96801a/96801a.jpg	230x320
modern-financial-research	Publisher:eshukan 万维书刊 (现代金融研究, 原金融论坛, 2024更名)	Publisher:eshukan thumbnail (visually verified current title)	https://www.eshukan.com/upfiles/jpic/20250701152502145.jpg	234x320
molecular-biology-and-evolution	Wikimedia Commons	CC (Commons)	https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/MBE_Cover_Jan_2024.pdf/page1-960px-MBE_Cover_Jan_2024.pdf.jpg	237x320
molecular-cell	Publisher:Elsevier	publisher cover (fair-use)	https://ars.els-cdn.com/content/image/X10972765.jpg	246x320
molecular-psychiatry	Wikipedia (en)	fair-use thumbnail	https://upload.wikimedia.org/wikipedia/en/e/e3/Molecular_Psychiatry_%28cover%29.gif	240x320
monthly-notices-of-the-royal-astronomical-society	scholar9.com	fair-use cover thumbnail	https://scholar9.com/uploads/journalphotos/cb462f3bf784509816c946bff6d4d084.jpeg	244x320
nankai-business-review	Publisher:维普 cqvip (南开管理评论)	Publisher:cqvip	http://image.cqvip.com/vip1000/qkclearimg/81584x/81584x.jpg	230x320
nankai-economic-studies	Publisher:维普 cqvip (南开经济研究)	Publisher:cqvip	http://image.cqvip.com/vip1000/qkclearimg/96678x/96678x.jpg	230x320
national-science-review	Publisher:Oxford University Press (NSR)	Publisher:OUP	https://academic.oup.com/nsr (silverchair-cdn m_cover.jpeg, signed URL)	243x320
nature	Wikimedia Commons	CC (Commons)	https://upload.wikimedia.org/wikipedia/commons/2/21/Nature_volume_536_number_7617_cover_displaying_an_artist%E2%80%99s_impression_of_Proxima_Centauri_b.jpg	242x320
nature-astronomy	Wikipedia (en)	fair-use thumbnail	https://upload.wikimedia.org/wikipedia/en/6/62/Nature_Astronomy_journal_cover_volume_1_issue_1.png	244x320
nature-biotechnology	Wikipedia (en)	fair-use thumbnail	https://upload.wikimedia.org/wikipedia/en/f/f8/Nature_Biotechnology.gif	248x320
nature-catalysis	Wikipedia/en	fair-use thumbnail	https://upload.wikimedia.org/wikipedia/en/3/35/Nature_Catalysis_cover.png	241x320
nature-cell-biology	Wikipedia/en	fair-use thumbnail	https://upload.wikimedia.org/wikipedia/en/c/c7/Nature_Cell_Biology_%28cover%29.gif	243x320
nature-chemistry	Wikipedia/en	fair-use thumbnail	https://upload.wikimedia.org/wikipedia/en/8/87/Nature_chemistry_home_page_cover_image.gif	243x320
nature-climate-change	Wikipedia/en	fair-use thumbnail	https://upload.wikimedia.org/wikipedia/en/8/86/Nature_Climate_Change.png	243x320
nature-communications	Wikipedia/en	fair-use thumbnail	https://upload.wikimedia.org/wikipedia/en/b/bf/Nature_Communications_-_Journal_Cover.jpg	241x320
nature-ecology-and-evolution	Wikipedia/en	fair-use thumbnail	https://upload.wikimedia.org/wikipedia/en/2/20/Nature_Ecology_and_Evolution_cover.png	241x320
nature-energy	Wikipedia/en	fair-use thumbnail	https://upload.wikimedia.org/wikipedia/en/3/3e/Nature_Energy_journal_cover_volume_1_issue_1.png	243x320
nature-genetics	Wikipedia/en	fair-use thumbnail	https://upload.wikimedia.org/wikipedia/en/7/70/Nature_Genetics.gif	242x320
nature-geoscience	Wikipedia/en	fair-use thumbnail	https://upload.wikimedia.org/wikipedia/en/7/74/Nature_Geoscience_cover.gif	243x320
nature-human-behaviour	Wikipedia/en	fair-use thumbnail	https://upload.wikimedia.org/wikipedia/en/3/30/Nature_Human_Behaviour_journal_cover_volume_2_issue_1.png	241x320
nature-immunology	Wikipedia/en	fair-use thumbnail	https://upload.wikimedia.org/wikipedia/en/8/80/Nature_Immunology_journal_cover_volume_2_issue_1.png	240x320
nature-machine-intelligence	Wikipedia/en	fair-use thumbnail	https://upload.wikimedia.org/wikipedia/en/9/96/Nature_Machine_Intelligence_journal_cover_volume_1_issue_1.png	241x320
nature-materials	Wikimedia Commons	CC (Commons)	https://upload.wikimedia.org/wikipedia/commons/2/2f/Nature_Materials_Nov_2008.jpg	243x320
nature-medicine	Wikipedia/en	fair-use thumbnail	https://upload.wikimedia.org/wikipedia/en/e/e3/Nature_Medicine_cover_%28Dec_2020%29.png	241x320
nature-methods	Wikipedia/en	fair-use thumbnail	https://upload.wikimedia.org/wikipedia/en/8/8d/Nature_Methods_journal_cover_volume_18_issue_12.png	241x320
nature-microbiology	Wikipedia/en	fair-use thumbnail	https://upload.wikimedia.org/wikipedia/en/4/42/Nature_Microbiology_journal_cover_volume_1_issue_1.png	243x320
nature-nanotechnology	Wikipedia/en	fair-use thumbnail	https://upload.wikimedia.org/wikipedia/en/4/44/NNano_cover.gif	243x320
nature-neuroscience	Wikipedia/en	fair-use thumbnail	https://upload.wikimedia.org/wikipedia/en/b/bc/Nature_Neuroscience.gif	244x320
nature-photonics	Wikipedia/en	fair-use thumbnail	https://upload.wikimedia.org/wikipedia/en/1/12/Naturephotonics.gif	243x320
nature-physics	Wikipedia/en	fair-use thumbnail	https://upload.wikimedia.org/wikipedia/en/d/de/Naturephysics.gif	243x320
nature-structural-and-molecular-biology	Wikipedia/en	fair-use thumbnail	https://upload.wikimedia.org/wikipedia/en/f/f0/Nat_Struct_Mol_Biol_cover_%28Jan_2022%29.png	241x320
nature-sustainability	Wikipedia/en	fair-use thumbnail	https://upload.wikimedia.org/wikipedia/en/3/3d/Nature_Sustainability_journal_cover_volume_1_issue_1.png	241x320
nejm	Wikimedia Commons	CC (Commons) historical-1928-cover	https://upload.wikimedia.org/wikipedia/commons/6/62/The_New_England_Journal_of_Medicine_%28cover%29_%E2%80%93_23_February_1928.jpg	247x320
neuron	Wikipedia/en	fair-use thumbnail	https://upload.wikimedia.org/wikipedia/en/7/7b/NEURONcover.png	245x320
nucleic-acids-research	Wikipedia/en	fair-use thumbnail	https://upload.wikimedia.org/wikipedia/en/5/5a/Cover_Nucleic_Acids_Research_v33i12_small.gif	245x320
one-earth	Publisher:Elsevier	publisher cover (fair-use)	https://ars.els-cdn.com/content/image/X25903322.jpg	246x320
operations-research	peeref.com (fair-use cover thumbnail)	fair-use cover thumbnail	https://peeref-open.s3.amazonaws.com/storage/images/covers/6370.jpg	267x320
organization-and-management	airitilibrary.com (《组织与管理》台湾组织与管理学会)	fair-use cover thumbnail	https://www.airitilibrary.com/jnltitledo/a0000482-c.jpg	267x320
organization-science	EBSCO Flipster	fair-use cover thumbnail	https://rps2images.ebscohost.com/rpsweb/othumb?id=EN$4507637$CVR&s=l	239x320
organization-studies	mysubs.in (SAGE cover)	fair-use cover thumbnail	https://mysubs.in/wp-content/uploads/organization-studies-journal-subscription-09-Dec-2019.png	222x320
physical-review-b	Wikimedia Commons	CC (Commons)	https://upload.wikimedia.org/wikipedia/commons/3/35/Image_of_front_cover_of_the_journal_Physical_Review_B.jpg	247x320
physical-review-d	peeref.com (fair-use cover thumbnail)	fair-use cover thumbnail	https://peeref-open.s3.amazonaws.com/storage/images/covers/10120.jpg	264x320
physical-review-letters	peeref.com (PRL cover)	fair-use cover thumbnail	https://peeref-open.s3.amazonaws.com/storage/images/covers/6658.jpg	264x320
physical-review-x	peeref.com (fair-use cover thumbnail)	fair-use cover thumbnail	https://peeref-open.s3.amazonaws.com/storage/images/covers/8949.jpg	320x320
plos-biology	Wikimedia Commons	CC (Commons)	https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/PLoS_Biology_cover_April_2009.svg/960px-PLoS_Biology_cover_April_2009.svg.png	242x320
plos-medicine	Wikimedia Commons	CC (Commons)	https://upload.wikimedia.org/wikipedia/commons/7/7e/PLOS_Medicine_Postcard.JPG	233x320
pmla	Cambridge Core journal page	fair-use cover thumbnail	https://www.cambridge.org/core/journals/pmla	228x320
pnas	Wikipedia/en	fair-use thumbnail	https://upload.wikimedia.org/wikipedia/en/9/9a/PNAS_cover.png	239x320
production-and-operations-management	Publisher:Wiley (media CDN)	publisher cover (fair-use)	https://media.wiley.com/journal/19375956-cover.jpg	244x320
prx-quantum	APS journals.aps.org/prxquantum/covers	fair-use cover thumbnail	https://cdn.journals.aps.org/test/82bfc570-0af5-4ea0-9291-2e9419e51242/PRXQcover-v5-2.png	229x320
psychological-bulletin	American Psychological Association journal page	fair-use cover thumbnail	https://www.apa.org/pubs/journals/bul/	240x320
psychological-science	Sage CDN via Wayback (Psych Science)	fair-use cover thumbnail	https://web.archive.org/web/2id_/https://journals.sagepub.com/cms/asset/e69176c9-4655-46a2-b9f3-c869161f49aa/pssa_36_8.largecover.png	246x320
public-administration-and-policy-review	Publisher:维普 cqvip (公共管理与政策评论)	Publisher:cqvip	http://image.cqvip.com/vip1000/qkclearimg/71599x/71599x.jpg	230x320
public-finance-research	Publisher:维普 cqvip (财政研究)	Publisher:cqvip	http://image.cqvip.com/vip1000/qkclearimg/96682x/96682x.jpg	230x320
public-opinion-quarterly	en.wikipedia	fair-use cover thumbnail	https://upload.wikimedia.org/wikipedia/en/d/d0/Public_Opinion_Quarterly%2C_vol._89%2C_no._2%2C_2025_cover.jpeg	213x320
quantitative-economics	Publisher:Wiley (media CDN)	publisher cover (fair-use)	https://media.wiley.com/journal/17597331-cover.jpg	222x320
quarterly-journal-of-economics	en.wikipedia	fair-use cover thumbnail	https://upload.wikimedia.org/wikipedia/en/thumb/4/45/Qjoelowres.jpg/250px-Qjoelowres.jpg	213x320
rand-journal-of-economics	Publisher:Wiley (media CDN)	publisher cover (fair-use)	https://media.wiley.com/journal/17562171-cover.jpg	244x320
reform	Publisher:维普 cqvip (改革)	Publisher:cqvip	http://image.cqvip.com/vip1000/qkclearimg/94534x/94534x.jpg	230x320
reform-of-economic-system	Publisher:维普 cqvip (经济体制改革)	Publisher:cqvip	http://image.cqvip.com/vip1000/qkclearimg/91904x/91904x.jpg	230x320
reports-on-progress-in-physics	peeref.com (fair-use cover thumbnail)	fair-use cover thumbnail	https://peeref-open.s3.amazonaws.com/storage/images/covers/7137.jpg	225x320
research-and-development-management	Publisher:维普 cqvip (研究与发展管理)	Publisher:cqvip	http://image.cqvip.com/vip/qkclearimg/81062x/81062x2018006f0001.jpg	230x320
research-on-economics-and-management	Publisher:经济与管理研究官网 首都经济贸易大学 (经济与管理研究)	Publisher:official site	https://rem.cueb.edu.cn/images/2026-03/52d166060f31488da25d8ae18f065628.jpg	236x320
research-on-financial-and-economic-issues	Publisher:维普 cqvip (财经问题研究)	Publisher:cqvip	http://image.cqvip.com/vip1000/qkclearimg/95598x/95598x.jpg	230x320
research-policy	Wikipedia/en	fair-use thumbnail	https://upload.wikimedia.org/wikipedia/en/a/a4/Research_Policy_Cover.png	237x320
review-of-accounting-studies	Springer (cover-hires)	fair-use cover thumbnail	https://media.springernature.com/w316/springer-static/cover-hires/journal/11142	211x320
review-of-economic-dynamics	Publisher:Elsevier	publisher cover (fair-use)	https://ars.els-cdn.com/content/image/X10942025.jpg	235x320
review-of-economic-studies	scholar9.com	fair-use cover thumbnail	https://scholar9.com/uploads/journalphotos/19bbb55d3d08e8d897c2d69692edcbc8.jpeg	246x320
review-of-economics-and-statistics	scholar9.com	fair-use cover thumbnail	https://scholar9.com/uploads/journalphotos/af1ef5951e9f824a6d3637601f8c963f.jpg	237x320
review-of-finance	Wikimedia Commons	fair-use cover thumbnail	https://en.wikipedia.org/wiki/Special:FilePath/2023%20cover%20Rev%20Finance.jpeg	213x320
review-of-financial-studies	scholar9.com	fair-use cover thumbnail	https://scholar9.com/uploads/journalphotos/a016c7a31b119f148bac7590092314db.jpeg	212x320
review-of-political-economy	xueshu.com (《政治经济学评论》2024-3)	fair-use cover thumbnail	https://www.xueshu.com/upload/thumbnail/image/202411/12/38e31_73f5.jpg_290x390.jpg	238x320
reviews-of-modern-physics	peeref.com (RMP cover)	fair-use cover thumbnail	https://peeref-open.s3.amazonaws.com/storage/images/covers/7195.jpg	241x320
rural-economy	Publisher:维普 cqvip (农村经济)	Publisher:cqvip	http://image.cqvip.com/vip1000/qkclearimg/81795x/81795x.jpg	230x320
science	Wikimedia Commons	CC (Commons); historical Vol.1 1880 title page	/tmp/covdl/science.jpg	234x320
science-advances	wikipedia/en	fair-use thumbnail	/tmp/covdl/science-advances.gif	252x320
science-and-technology-progress-and-policy	Publisher:维普 cqvip (科技进步与对策)	Publisher:cqvip	http://image.cqvip.com/vip1000/qkclearimg/90284x/90284x.jpg	230x320
science-immunology	wikipedia/en	fair-use thumbnail	/tmp/covdl/science-immunology.jpg	252x320
science-of-science-and-management-of-st	Publisher:维普 cqvip (科学学与科学技术管理)	Publisher:cqvip	http://image.cqvip.com/vip1000/qkclearimg/95119x/95119x.jpg	230x320
science-research-management	Publisher:维普 cqvip (科研管理)	Publisher:cqvip	http://image.cqvip.com/vip1000/qkclearimg/95604x/95604x.jpg	230x320
science-robotics	wikipedia/en	fair-use thumbnail	/tmp/covdl/science-robotics.gif	250x320
science-translational-medicine	Wikimedia Commons	CC (Commons)	/tmp/covdl/science-translational-medicine.jpg	252x320
scientific-decision-making	Publisher:维普 cqvip (科学决策)	Publisher:cqvip	http://image.cqvip.com/vip1000/qkclearimg/81696x/81696x.jpg	230x320
scientific-management-research	Publisher:维普 cqvip (科学管理研究)	Publisher:cqvip	http://image.cqvip.com/vip1000/qkclearimg/95997x/95997x.jpg	230x320
securities-market-herald	Publisher:维普 cqvip (证券市场导报)	Publisher:cqvip	http://image.cqvip.com/vip1000/qkclearimg/81567x/81567x.jpg	230x320
shanghai-journal-of-economics	Publisher:维普 cqvip (上海经济研究)	Publisher:cqvip	http://image.cqvip.com/vip1000/qkclearimg/97983x/97983x.jpg	230x320
social-forces	Wikipedia (Social Forces vol.94 iss.1)	fair-use cover thumbnail	https://upload.wikimedia.org/wikipedia/en/8/89/Cover_of_Social_Forces%2C_Volume_94%2C_Issue_1.jpg	238x320
social-psychology-quarterly	mysubs.in (SAGE cover)	fair-use cover thumbnail	https://mysubs.in/wp-content/uploads/social-psychology-quarterly-journal-subscription-23-Nov-2019.png	221x320
social-sciences-in-china	Publisher:维普 cqvip (中国社会科学)	Publisher:cqvip	http://image.cqvip.com/vip1000/qkclearimg/81908x/81908x.jpg	230x320
social-security-studies	Publisher:维普 cqvip (社会保障研究)	Publisher:cqvip	http://image.cqvip.com/vip1000/qkclearimg/89528x/89528x.jpg	230x320
sociological-studies	Publisher:维普 cqvip (社会学研究)	Publisher:cqvip	http://image.cqvip.com/vip1000/qkclearimg/80772x/80772x.jpg	230x320
soft-science	Publisher:维普 cqvip (软科学)	Publisher:cqvip	http://image.cqvip.com/vip1000/qkclearimg/92359x/92359x.jpg	230x320
south-china-journal-of-economics	Publisher:维普 cqvip (南方经济)	Publisher:cqvip	http://image.cqvip.com/vip1000/qkclearimg/90883x/90883x.jpg	230x320
strategic-management-journal	Publisher:Wiley (media CDN)	publisher cover (fair-use)	https://media.wiley.com/journal/10970266-cover.jpg	223x320
studies-in-labor-economics	Publisher:维普 cqvip (劳动经济研究)	Publisher:cqvip	http://image.cqvip.com/vip1000/qkclearimg/60089x/60089x.jpg	230x320
studies-in-science-of-science	Publisher:维普 cqvip (科学学研究)	Publisher:cqvip	http://image.cqvip.com/vip1000/qkclearimg/93202x/93202x.jpg	230x320
studies-of-financial-economics	Publisher:维普 cqvip (财经理论与实践)	Publisher:cqvip	http://image.cqvip.com/vip1000/qkclearimg/96431x/96431x.jpg	230x320
studies-of-international-finance	Publisher:维普 cqvip (国际金融研究)	Publisher:cqvip	http://image.cqvip.com/vip1000/qkclearimg/98100x/98100x.jpg	230x320
systems-engineering-theory-and-practice	Publisher:维普 cqvip (系统工程理论与实践)	Publisher:cqvip	http://image.cqvip.com/vip1000/qkclearimg/95538x/95538x.jpg	230x320
tax-research	Publisher:维普 cqvip (税务研究)	Publisher:cqvip	http://image.cqvip.com/vip1000/qkclearimg/80935x/80935x.jpg	230x320
the-accounting-review	en.wikipedia	fair-use cover thumbnail	https://upload.wikimedia.org/wikipedia/en/thumb/1/10/The_Accounting_Review_%28academic_journal%29.gif/250px-The_Accounting_Review_%28academic_journal%29.gif.png	225x320
the-art-bulletin	Taylor & Francis (CAA) via Wayback	fair-use cover thumbnail	https://web.archive.org/web/2id_/https://www.tandfonline.com/cms/asset/6cd56cf0-ea24-41a7-8190-47c872b60481/rcab20.v106.i01.cover.jpg	253x320
the-astrophysical-journal	peeref.com (fair-use cover thumbnail)	fair-use cover thumbnail	https://peeref-open.s3.amazonaws.com/storage/images/covers/937.jpg	246x320
the-bmj	wikipedia/en	fair-use thumbnail	/tmp/covdl/the-bmj.jpg	242x320
the-econometrics-journal	peeref.com (fair-use cover thumbnail)	fair-use cover thumbnail	https://peeref-open.s3.amazonaws.com/storage/images/covers/2420.jpg	222x320
the-economic-journal	Publisher:Wiley (media CDN, legacy)	publisher cover (fair-use)	https://media.wiley.com/journal/14680297-cover.jpg	221x320
the-embo-journal	wikipedia/en	fair-use thumbnail	/tmp/covdl/the-embo-journal.png	243x320
the-innovation	Publisher:Elsevier	publisher cover (fair-use)	https://ars.els-cdn.com/content/image/X26666758.jpg	246x320
the-lancet-infectious-diseases	Publisher:Elsevier (The Lancet)	publisher cover (fair-use)	https://ars.els-cdn.com/content/image/X14733099.jpg	238x320
the-lancet-neurology	Publisher:Elsevier (The Lancet)	publisher cover (fair-use)	https://ars.els-cdn.com/content/image/X14744422.jpg	238x320
the-lancet-oncology	Publisher:Elsevier (The Lancet)	publisher cover (fair-use)	https://ars.els-cdn.com/content/image/X14702045.jpg	238x320
the-plant-cell	wikipedia/en	fair-use thumbnail	/tmp/covdl/the-plant-cell.jpg	246x320
trends-in-cognitive-sciences	Publisher:Elsevier	publisher cover (fair-use)	https://ars.els-cdn.com/content/image/X13646613.jpg	246x320
world-bank-economic-review	scholar9.com	fair-use cover thumbnail	https://scholar9.com/uploads/journalphotos/05d04811340b131827e4461ac0f2929d.jpeg	222x320
world-development	Publisher:Elsevier	publisher cover (fair-use)	https://ars.els-cdn.com/content/image/X0305750X.jpg	240x320
world-economic-papers	Publisher:世界经济文汇官网 复旦大学 (世界经济文汇)	Publisher:official site	http://sjjjwh.magtech.com.cn/fileup/0488-6364/COVER/20241224143118.png	229x320
world-economic-studies	Publisher:维普 cqvip (世界经济研究)	Publisher:cqvip	http://image.cqvip.com/vip1000/qkclearimg/91453x/91453x.jpg	230x320
world-politics	static.cambridge.org	fair-use cover thumbnail	https://static.cambridge.org/covers/WPO_0_0_0/world_politics.jpg	212x320
